SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jan 29 13:48:55 NZDT 2014
User: radimdet
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G7029
Integration Time (usec): 400000 (USB2G7029)
Spectra Averaged: 1 (USB2G7029)
Boxcar Smoothing: 0 (USB2G7029)
Correct for Electrical Dark: Yes (USB2G7029)
Strobe/Lamp Enabled: No (USB2G7029)
Correct for Detector Non-linearity: No (USB2G7029)
Correct for Stray Light: No (USB2G7029)
Number of Pixels in Processed Spectrum: 2048
340.33	-7.73
340.72	-7.73
341.10	-8.73
341.48	-7.73
341.87	-5.73
342.25	-0.73
342.63	2.27
343.02	6.27
343.40	-0.73
343.78	-1.73
344.17	-3.73
344.55	-7.73
344.93	1.27
345.32	0.27
345.70	0.27
346.08	-3.73
346.46	-4.73
346.85	-1.73
347.23	2.27
347.61	0.27
348.00	8.27
348.38	2.27
348.76	-2.73
349.14	-4.73
349.53	-4.73
349.91	-2.73
350.29	-1.73
350.67	-0.73
351.06	-3.73
351.44	-5.73
351.82	-5.73
352.20	-0.73
352.59	0.27
352.97	-2.73
353.35	2.27
353.73	2.27
354.11	3.27
354.50	1.27
354.88	-1.73
355.26	-2.73
355.64	-3.73
356.02	-1.73
356.41	-5.73
356.79	-3.73
357.17	-1.73
357.55	-0.73
357.93	-2.73
358.32	-1.73
358.70	-3.73
359.08	-3.73
359.46	-2.73
359.84	-2.73
360.22	-0.73
360.60	-1.73
360.99	0.27
361.37	-0.73
361.75	-3.73
362.13	4.27
362.51	5.27
362.89	1.27
363.27	0.27
363.65	-0.73
364.04	11.27
364.42	6.27
364.80	0.27
365.18	-1.73
365.56	4.27
365.94	0.27
366.32	0.27
366.70	-0.73
367.08	3.27
367.46	15.27
367.85	7.27
368.23	8.27
368.61	4.27
368.99	0.27
369.37	0.27
369.75	-2.73
370.13	3.27
370.51	0.27
370.89	-0.73
371.27	2.27
371.65	3.27
372.03	-0.73
372.41	-2.73
372.79	-1.73
373.17	-0.73
373.55	-1.73
373.93	-3.73
374.31	0.27
374.69	0.27
375.07	0.27
375.45	0.27
375.83	0.27
376.21	1.27
376.59	0.27
376.97	0.27
377.35	2.27
377.73	3.27
378.11	0.27
378.49	-1.73
378.87	-0.73
379.25	-1.73
379.63	-1.73
380.01	0.27
380.39	0.27
380.77	-2.73
381.15	-1.73
381.52	-7.73
381.90	-2.73
382.28	-2.73
382.66	0.27
383.04	1.27
383.42	2.27
383.80	3.27
384.18	3.27
384.56	-0.73
384.94	2.27
385.32	3.27
385.69	-0.73
386.07	-3.73
386.45	9.27
386.83	6.27
387.21	0.27
387.59	-0.73
387.97	1.27
388.34	-0.73
388.72	-0.73
389.10	-1.73
389.48	0.27
389.86	3.27
390.24	2.27
390.62	3.27
390.99	2.27
391.37	2.27
391.75	3.27
392.13	1.27
392.51	-1.73
392.88	-3.73
393.26	-3.73
393.64	0.27
394.02	3.27
394.40	2.27
394.77	18.27
395.15	9.27
395.53	3.27
395.91	3.27
396.29	0.27
396.66	-1.73
397.04	-0.73
397.42	2.27
397.80	2.27
398.17	-0.73
398.55	7.27
398.93	3.27
399.31	2.27
399.68	1.27
400.06	1.27
400.44	0.27
400.82	4.27
401.19	3.27
401.57	2.27
401.95	3.27
402.32	7.27
402.70	5.27
403.08	-0.73
403.45	2.27
403.83	3.27
404.21	0.27
404.59	-0.73
404.96	3.27
405.34	5.27
405.72	2.27
406.09	2.27
406.47	1.27
