SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jan 29 14:20:10 NZDT 2014
User: radimdet
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G7029
Integration Time (usec): 400000 (USB2G7029)
Spectra Averaged: 1 (USB2G7029)
Boxcar Smoothing: 0 (USB2G7029)
Correct for Electrical Dark: Yes (USB2G7029)
Strobe/Lamp Enabled: No (USB2G7029)
Correct for Detector Non-linearity: No (USB2G7029)
Correct for Stray Light: No (USB2G7029)
Number of Pixels in Processed Spectrum: 2048
340.33	-10.79
340.72	-10.79
341.10	-12.79
341.48	-12.79
341.87	-12.79
342.25	-2.79
342.63	1.21
343.02	9.21
343.40	0.21
343.78	-2.79
344.17	-4.79
344.55	-6.79
344.93	-5.79
345.32	-5.79
345.70	-3.79
346.08	-3.79
346.46	-1.79
346.85	-2.79
347.23	-1.79
347.61	5.21
348.00	8.21
348.38	3.21
348.76	-1.79
349.14	-4.79
349.53	-4.79
349.91	-7.79
350.29	-2.79
350.67	-3.79
351.06	-6.79
351.44	-9.79
351.82	-5.79
352.20	1.21
352.59	0.21
352.97	-3.79
353.35	-3.79
353.73	-0.79
354.11	-1.79
354.50	-3.79
354.88	-3.79
355.26	-2.79
355.64	-2.79
356.02	-1.79
356.41	-2.79
356.79	-3.79
357.17	-3.79
357.55	-1.79
357.93	-3.79
358.32	-4.79
358.70	-4.79
359.08	-7.79
359.46	-5.79
359.84	-1.79
360.22	-0.79
360.60	-3.79
360.99	-2.79
361.37	-4.79
361.75	-2.79
362.13	2.21
362.51	-3.79
362.89	-4.79
363.27	-2.79
363.65	1.21
364.04	7.21
364.42	-0.79
364.80	0.21
365.18	-0.79
365.56	3.21
365.94	-1.79
366.32	-0.79
366.70	-2.79
367.08	1.21
367.46	14.21
367.85	6.21
368.23	2.21
368.61	6.21
368.99	-0.79
369.37	-3.79
369.75	0.21
370.13	1.21
370.51	-0.79
370.89	2.21
371.27	2.21
371.65	3.21
372.03	0.21
372.41	-0.79
372.79	-0.79
373.17	-3.79
373.55	-2.79
373.93	-0.79
374.31	-1.79
374.69	1.21
375.07	2.21
375.45	2.21
375.83	4.21
376.21	2.21
376.59	3.21
376.97	1.21
377.35	-2.79
377.73	0.21
378.11	0.21
378.49	-3.79
378.87	4.21
379.25	-0.79
379.63	-3.79
380.01	1.21
380.39	0.21
380.77	-2.79
381.15	-2.79
381.52	0.21
381.90	3.21
382.28	0.21
382.66	-1.79
383.04	-0.79
383.42	-0.79
383.80	0.21
384.18	0.21
384.56	-1.79
384.94	0.21
385.32	2.21
385.69	1.21
386.07	-2.79
386.45	11.21
386.83	2.21
387.21	-1.79
387.59	-0.79
387.97	-2.79
388.34	-1.79
388.72	0.21
389.10	-0.79
389.48	-1.79
389.86	0.21
390.24	3.21
390.62	1.21
390.99	0.21
391.37	-1.79
391.75	2.21
392.13	1.21
392.51	0.21
392.88	-1.79
393.26	-0.79
393.64	-1.79
394.02	0.21
394.40	-2.79
394.77	16.21
395.15	4.21
395.53	-2.79
395.91	3.21
396.29	1.21
396.66	0.21
397.04	1.21
397.42	-1.79
397.80	1.21
398.17	-0.79
398.55	9.21
398.93	4.21
399.31	2.21
399.68	2.21
400.06	0.21
400.44	-0.79
400.82	2.21
401.19	1.21
401.57	-1.79
401.95	-5.79
402.32	1.21
402.70	1.21
403.08	1.21
403.45	5.21
403.83	5.21
404.21	1.21
404.59	-0.79
404.96	3.21
405.34	3.21
405.72	0.21
406.09	0.21
406.47	-3.79
406.85	-3.79
407.22	-0.79
407.60	-1.79
407.97	-3.79
408.35	2.21
408.73	13.21
409.10	7.21
409.48	6.21
409.86	1.21
410.23	1.21
410.61	-2.79
410.99	-3.79
411.36	2.21
411.74	3.21
412.11	0.21
412.49	3.21
412.87	2.21
413.24	6.21
413.62	0.21
413.99	2.21
414.37	0.21
414.74	-1.79
415.12	1.21
415.50	0.21
415.87	1.21
416.25	3.21
416.62	3.21
417.00	5.21
417.37	1.21
417.75	-2.79
418.12	-0.79
418.50	3.21
418.87	0.21
419.25	-0.79
419.63	2.21
420.00	2.21
420.38	2.21
420.75	-1.79
421.13	2.21
421.50	-1.79
421.88	-2.79
422.25	-4.79
422.63	-3.79
423.00	0.21
423.38	7.21
423.75	-1.79
424.12	-0.79
424.50	2.21
424.87	2.21
425.25	1.21
425.62	6.21
426.00	5.21
426.37	-0.79
426.75	-1.79
427.12	-1.79
427.50	1.21
427.87	3.21
428.24	5.21
428.62	5.21
428.99	2.21
429.37	3.21
429.74	3.21
430.11	3.21
430.49	5.21
430.86	1.21
431.24	-0.79
431.61	-1.79
431.98	1.21
432.36	-0.79
432.73	-0.79
433.11	-2.79
433.48	1.21
433.85	0.21
434.23	-0.79
434.60	5.21
434.97	2.21
435.35	-0.79
435.72	1.21
436.09	1.21
436.47	-2.79
436.84	4.21
437.21	8.21
437.59	3.21
437.96	-0.79
438.33	-1.79
438.71	-1.79
439.08	1.21
439.45	1.21
439.83	4.21
440.20	3.21
440.57	-0.79
440.94	5.21
441.32	5.21
441.69	1.21
442.06	3.21
442.43	-0.79
442.81	1.21
443.18	5.21
443.55	5.21
443.93	3.21
444.30	0.21
444.67	2.21
445.04	2.21
445.41	0.21
445.79	1.21
446.16	8.21
446.53	6.21
446.90	2.21
447.28	0.21
447.65	0.21
448.02	3.21
448.39	1.21
448.76	11.21
449.14	5.21
449.51	1.21
449.88	0.21
450.25	20.21
450.62	9.21
451.00	1.21
451.37	2.21
451.74	3.21
452.11	6.21
452.48	3.21
452.85	-0.79
453.22	0.21
453.60	12.21
453.97	6.21
454.34	4.21
454.71	2.21
455.08	1.21
455.45	-0.79
455.82	4.21
456.20	3.21
456.57	-0.79
456.94	1.21
457.31	-1.79
457.68	4.21
458.05	4.21
458.42	2.21
458.79	1.21
459.16	-0.79
459.53	-0.79
459.90	2.21
460.27	2.21
460.65	5.21
461.02	1.21
461.39	-1.79
461.76	-1.79
462.13	0.21
462.50	1.21
462.87	3.21
463.24	4.21
463.61	3.21
463.98	1.21
464.35	13.21
464.72	4.21
465.09	-0.79
465.46	2.21
465.83	3.21
466.20	1.21
466.57	2.21
466.94	5.21
467.31	2.21
467.68	0.21
468.05	-2.79
468.42	-3.79
468.79	2.21
469.16	2.21
469.53	2.21
469.90	4.21
470.27	-1.79
470.64	0.21
471.01	-0.79
471.38	-2.79
471.75	0.21
472.11	0.21
472.48	1.21
472.85	-1.79
473.22	1.21
473.59	6.21
473.96	-1.79
474.33	-0.79
474.70	2.21
475.07	-1.79
475.44	-1.79
475.81	2.21
476.17	3.21
476.54	0.21
476.91	1.21
477.28	1.21
477.65	1.21
478.02	3.21
478.39	-1.79
478.76	1.21
479.12	1.21
479.49	1.21
479.86	-1.79
480.23	1.21
480.60	8.21
480.97	2.21
481.33	-1.79
481.70	-0.79
482.07	-0.79
482.44	-0.79
482.81	-0.79
483.17	-0.79
483.54	-3.79
483.91	-2.79
484.28	1.21
484.65	-0.79
485.01	2.21
485.38	1.21
485.75	2.21
486.12	4.21
486.49	0.21
486.85	1.21
487.22	1.21
487.59	-0.79
487.96	-0.79
488.32	-0.79
488.69	0.21
489.06	-1.79
489.43	0.21
489.79	0.21
490.16	1.21
490.53	-0.79
490.89	2.21
491.26	0.21
491.63	-0.79
492.00	0.21
492.36	-3.79
492.73	-2.79
493.10	4.21
493.46	-5.79
493.83	-3.79
494.20	3.21
494.56	3.21
494.93	3.21
495.30	1.21
495.66	-0.79
496.03	-1.79
496.40	5.21
496.76	4.21
497.13	-0.79
497.50	-1.79
497.86	-2.79
498.23	-3.79
498.59	-0.79
498.96	1.21
499.33	3.21
499.69	3.21
500.06	0.21
500.43	-0.79
500.79	1.21
501.16	-0.79
501.52	1.21
501.89	-0.79
502.25	-2.79
502.62	-1.79
502.99	8.21
503.35	3.21
503.72	1.21
504.08	4.21
504.45	3.21
504.81	-0.79
505.18	1.21
505.55	4.21
505.91	3.21
506.28	3.21
506.64	0.21
507.01	-0.79
507.37	1.21
507.74	3.21
508.10	-2.79
508.47	-0.79
508.83	0.21
509.20	1.21
509.56	0.21
509.93	0.21
510.29	1.21
510.66	-0.79
511.02	3.21
511.39	2.21
511.75	2.21
512.12	1.21
512.48	4.21
512.85	1.21
513.21	-2.79
513.57	6.21
513.94	5.21
514.30	2.21
514.67	1.21
515.03	1.21
515.40	-3.79
515.76	-3.79
516.12	-3.79
516.49	-4.79
516.85	-2.79
517.22	-7.79
517.58	-3.79
517.94	-2.79
518.31	-1.79
518.67	1.21
519.04	1.21
519.40	0.21
519.76	-0.79
520.13	0.21
520.49	0.21
520.85	2.21
521.22	0.21
521.58	-1.79
521.95	-2.79
522.31	-2.79
522.67	4.21
523.04	3.21
523.40	4.21
523.76	1.21
524.13	-3.79
524.49	-3.79
524.85	-1.79
525.21	0.21
525.58	0.21
525.94	-0.79
526.30	-0.79
526.67	-2.79
527.03	-0.79
527.39	0.21
527.76	-1.79
528.12	-1.79
528.48	0.21
528.84	1.21
529.21	2.21
529.57	-2.79
529.93	-3.79
530.29	0.21
530.66	0.21
531.02	0.21
531.38	-4.79
531.74	-3.79
532.11	2.21
532.47	1.21
532.83	-2.79
533.19	1.21
